"YEAR" "HAUL_NUMBER" "GENUS" "SPECIES" "SEX" "WEIGHT_OF_THE_FRACTION" "WEIGHT_OF_THE_SAMPLE_MEASURED" "SumSexTotal" "raising"
"437" 2018 156 "ZEUS" "FAB" "I" 5 5 1 1
"438" 2017 157 "ZEUS" "FAB" "I" 5 5 1 1
"439" 2017 162 "ZEUS" "FAB" "I" 5 5 2 2
"440" 2016 180 "ZEUS" "FAB" "I" 5 5 1 1
"441" 2017 107 "SPIC" "FLE" "I" 5 5 1 1
"442" 1995 88 "EUTR" "GUR" "I" 5 5 1 1
"443" 1996 89 "EUTR" "GUR" "I" 5 5 1 1
"444" 2011 97 "EUTR" "GUR" "I" 5 5 1 1
"445" 2000 103 "EUTR" "GUR" "I" 5 5 2 2
"446" 2014 107 "EUTR" "GUR" "I" 5 5 1 1
"447" 2018 110 "EUTR" "GUR" "I" 5 5 2 2
"448" 2001 112 "EUTR" "GUR" "I" 5 5 1 1
"449" 1995 126 "EUTR" "GUR" "I" 5 5 1 1
"450" 1996 126 "EUTR" "GUR" "I" 5 5 1 1
"451" 1997 126 "EUTR" "GUR" "I" 5 5 1 1
"452" 2018 126 "EUTR" "GUR" "I" 5 5 2 2
"453" 2005 137 "EUTR" "GUR" "I" 5 5 1 1
"454" 2018 138 "EUTR" "GUR" "I" 5 5 1 1
"455" 2010 146 "EUTR" "GUR" "I" 5 5 1 1
"456" 2014 147 "EUTR" "GUR" "I" 5 5 1 1
"457" 2015 148 "EUTR" "GUR" "I" 5 5 1 1
"458" 2009 160 "EUTR" "GUR" "I" 5 5 1 1
"459" 2012 162 "EUTR" "GUR" "I" 5 5 1 1
"460" 2010 179 "EUTR" "GUR" "I" 5 5 1 1
"461" 2016 179 "TRIP" "LAS" "I" 5 5 1 1
"462" 2014 156 "TRIG" "LUC" "I" 5 5 1 1
"463" 2009 160 "TRIG" "LUC" "I" 5 5 1 1
"464" 2014 14 "CITH" "MAC" "I" 5 5 1 1
"465" 2014 16 "CITH" "MAC" "I" 5 5 1 1
"466" 2018 105 "CITH" "MAC" "I" 5 5 1 1
"467" 2007 110 "CITH" "MAC" "I" 5 5 1 1
"468" 2013 76 "SQUI" "MAN" "I" 5 5 1 1
"469" 2012 160 "SQUI" "MAN" "I" 5 5 1 1
"470" 2018 93 "TRAC" "MED" "I" 5 5 2 2
"471" 2018 107 "TRAC" "MED" "I" 5 5 1 1
"472" 1996 123 "TRAC" "MED" "I" 5 5 2 2
"473" 2008 138 "TRAC" "MED" "I" 5 5 2 2
"474" 2018 138 "TRAC" "MED" "I" 5 5 2 2
"475" 2018 147 "TRAC" "MED" "I" 5 5 1 1
"476" 2017 156 "TRAC" "MED" "I" 5 5 1 1
"477" 2010 171 "TRAC" "MED" "I" 5 5 1 1
"478" 1994 125 "MERL" "MER" "I" 5 5 1 1
"479" 2017 109 "SARD" "PIL" "I" 5 5 1 1
"480" 2011 83 "LOPH" "PIS" "I" 5 5 1 1
"481" 2015 1 "SCOM" "PNE" "I" 5 5 1 1
"482" 2014 2 "SCOM" "PNE" "I" 5 5 1 1
"483" 2015 8 "SCOM" "PNE" "I" 5 5 1 1
"484" 2013 14 "SCOM" "PNE" "I" 5 5 1 1
"485" 2015 80 "SCOM" "PNE" "I" 5 5 1 1
"486" 2018 80 "SCOM" "PNE" "I" 5 5 1 1
"487" 2018 100 "SCOM" "PNE" "I" 5 5 1 1
"488" 2015 123 "SCOM" "PNE" "I" 5 5 2 2
"489" 2015 126 "SCOM" "PNE" "I" 5 5 1 1
"490" 2015 134 "SCOM" "PNE" "I" 5 5 1 1
"491" 2015 138 "SCOM" "PNE" "I" 5 5 1 1
"492" 2018 138 "SCOM" "PNE" "I" 5 5 1 1
"493" 2015 171 "SCOM" "PNE" "I" 5 5 1 1
"494" 2013 172 "SCOM" "PNE" "I" 5 5 1 1
"495" 1998 39 "MICM" "POU" "I" 5 5 1 1
"496" 2015 95 "MICM" "POU" "I" 5 5 1 1
"497" 2001 111 "MICM" "POU" "I" 5 5 1 1
"498" 2018 123 "SCOM" "SCO" "I" 5 5 2 2
"499" 2017 10 "SPIC" "SMA" "I" 5 5 1 1
"500" 2017 13 "SPIC" "SMA" "I" 5 5 1 1
"501" 2017 109 "SPIC" "SMA" "I" 5 5 1 1
"502" 2017 112 "SPIC" "SMA" "I" 5 5 2 2
"503" 2014 158 "SPIC" "SMA" "I" 5 5 1 1
"504" 2017 163 "SPIC" "SMA" "I" 5 5 1 1
"505" 2001 4 "TRAC" "TRA" "I" 5 5 1 1
"506" 1999 13 "TRAC" "TRA" "I" 5 5 1 1
"507" 2010 14 "TRAC" "TRA" "I" 5 5 1 1
"508" 2001 22 "TRAC" "TRA" "I" 5 5 2 2
"509" 1996 25 "TRAC" "TRA" "I" 5 5 1 1
"510" 1996 26 "TRAC" "TRA" "I" 5 5 1 1
"511" 1996 90 "TRAC" "TRA" "I" 5 5 1 1
"512" 2000 118 "TRAC" "TRA" "I" 5 5 2 2
"513" 1994 139 "TRAC" "TRA" "I" 5 5 1 1
"514" 2016 161 "TRAC" "TRA" "I" 5 5 2 2
"515" 2016 107 "LOLI" "VUL" "I" 5 5 2 2
"516" 2018 110 "LOLI" "VUL" "I" 5 5 1 1
"517" 2012 121 "LOLI" "VUL" "I" 5 5 1 1
"518" 2016 123 "LOLI" "VUL" "I" 5 5 2 2
"519" 2016 146 "LOLI" "VUL" "I" 5 5 2 2
"520" 2016 165 "LOLI" "VUL" "I" 5 5 1 1
"521" 2017 39 "ARIT" "ANT" "M" 5 5 1 1
"522" 2009 76 "ELED" "CIR" "M" 5 5 1 1
"523" 2010 160 "ELED" "CIR" "M" 5 5 1 1
"524" 1999 96 "ARIS" "FOL" "M" 5 5 2 2
"525" 2010 76 "PAPE" "LON" "M" 5 5 1 1
"526" 1998 89 "PAPE" "LON" "M" 5 5 1 1
"527" 1998 113 "PAPE" "LON" "M" 5 5 1 1
"528" 1999 137 "PAPE" "LON" "M" 5 5 1 1
"529" 2003 146 "PAPE" "LON" "M" 5 5 1 1
"530" 2009 160 "PAPE" "LON" "M" 5 5 1 1
"531" 2011 112 "CITH" "MAC" "M" 5 5 1 1
"532" 2014 88 "SQUI" "MAN" "M" 5 5 1 1
"533" 2016 166 "GALU" "MEL" "M" 5 5 1 1
"534" 2002 36 "NEPR" "NOR" "M" 5 5 1 1
"535" 2014 121 "SEPI" "OFF" "M" 5 5 1 1
"536" 2011 13 "TRIS" "CAP" "F" 6 6 1 1
"537" 2009 138 "TRIS" "CAP" "F" 6 6 1 1
"538" 1998 77 "ARIS" "FOL" "F" 6 6 1 1
"539" 1997 94 "ARIS" "FOL" "F" 6 6 1 1
"540" 1998 96 "ARIS" "FOL" "F" 6 6 2 2
"541" 1997 14 "PAPE" "LON" "F" 6 6 1 1
"542" 2013 14 "PAPE" "LON" "F" 6 6 1 1
"543" 2004 100 "PAPE" "LON" "F" 6 6 1 1
"544" 2007 106 "PAPE" "LON" "F" 6 6 1 1
"545" 2009 129 "PAPE" "LON" "F" 6 6 1 1
"546" 2000 136 "PAPE" "LON" "F" 6 6 1 1
"547" 2010 147 "PAPE" "LON" "F" 6 6 2 2
"548" 2014 179 "NEPR" "NOR" "F" 6 6 1 1
"549" 2011 2 "SOLE" "VUL" "F" 6 6 1 1
"550" 2001 18 "PHYI" "BLE" "I" 6 6 1 1
"551" 1998 89 "PHYI" "BLE" "I" 6 6 1 1
"552" 2002 97 "PHYI" "BLE" "I" 6 6 1 1
"553" 1995 135 "PHYI" "BLE" "I" 6 6 1 1
"554" 2006 138 "PHYI" "BLE" "I" 6 6 1 1
"555" 1995 144 "PHYI" "BLE" "I" 6 6 1 1
"556" 2012 80 "PAGE" "BOG" "I" 6 6 1 1
"557" 1998 87 "LOPH" "BUD" "I" 6 6 1 1
"558" 2001 19 "TRIS" "CAP" "I" 6 6 1 1
"559" 2007 89 "TRIS" "CAP" "I" 6 6 1 1
"560" 2000 107 "TRIS" "CAP" "I" 6 6 2 2
"561" 2003 123 "TRIS" "CAP" "I" 6 6 2 2
"562" 2004 124 "TRIS" "CAP" "I" 6 6 1 1
"563" 2012 133 "TRIS" "CAP" "I" 6 6 1 1
"564" 2012 150 "TRIS" "CAP" "I" 6 6 3 3
"565" 1997 111 "ELED" "CIR" "I" 6 6 1 1
"566" 1997 4 "ILLE" "COI" "I" 6 6 1 1
"567" 1999 15 "ILLE" "COI" "I" 6 6 1 1
"568" 1997 108 "ILLE" "COI" "I" 6 6 1 1
"569" 2001 140 "ILLE" "COI" "I" 6 6 1 1
"570" 2001 112 "ASPI" "CUC" "I" 6 6 1 1
"571" 1997 21 "HELI" "DAC" "I" 6 6 2 2
"572" 1999 29 "HELI" "DAC" "I" 6 6 2 2
"573" 1999 30 "HELI" "DAC" "I" 6 6 3 3
"574" 2008 79 "HELI" "DAC" "I" 6 6 2 2
"575" 2007 84 "HELI" "DAC" "I" 6 6 1 1
"576" 2005 89 "HELI" "DAC" "I" 6 6 2 2
"577" 2005 90 "HELI" "DAC" "I" 6 6 2 2
"578" 2008 111 "HELI" "DAC" "I" 6 6 4 4
"579" 2007 135 "HELI" "DAC" "I" 6 6 2 2
"580" 2010 123 "PAGE" "ERY" "I" 6 6 1 1
"581" 2009 137 "ZEUS" "FAB" "I" 6 6 1 1
"582" 1997 76 "EUTR" "GUR" "I" 6 6 1 1
"583" 1996 102 "EUTR" "GUR" "I" 6 6 1 1
"584" 2008 109 "EUTR" "GUR" "I" 6 6 1 1
"585" 2004 133 "EUTR" "GUR" "I" 6 6 2 2
"586" 1997 135 "EUTR" "GUR" "I" 6 6 2 2
"587" 2006 135 "EUTR" "GUR" "I" 6 6 2 2
"588" 2004 138 "EUTR" "GUR" "I" 6 6 1 1
"589" 2015 2 "CITH" "MAC" "I" 6 6 2 2
"590" 1996 37 "TRAC" "MED" "I" 6 6 2 2
"591" 1994 75 "TRAC" "MED" "I" 6 6 1 1
"592" 2009 150 "LOPH" "PIS" "I" 6 6 1 1
"593" 1998 113 "MICM" "POU" "I" 6 6 1 1
"594" 2001 9 "SPIC" "SMA" "I" 6 6 1 1
"595" 2008 79 "SPIC" "SMA" "I" 6 6 1 1
"596" 2016 4 "TRAC" "TRA" "I" 6 6 1 1
"597" 1998 77 "TRAC" "TRA" "I" 6 6 3 3
"598" 2000 80 "TRAC" "TRA" "I" 6 6 3 3
"599" 1998 109 "TRAC" "TRA" "I" 6 6 2 2
"600" 2001 122 "OCTO" "VUL" "I" 6 6 1 1
"601" 1999 91 "ARIT" "ANT" "M" 6 6 1 1
"602" 2002 27 "SCYO" "CAN" "M" 6 6 1 1
"603" 2009 138 "TRIS" "CAP" "M" 6 6 1 1
"604" 1997 14 "PAPE" "LON" "M" 6 6 1 1
"605" 2000 106 "PAPE" "LON" "M" 6 6 1 1
"606" 2007 106 "PAPE" "LON" "M" 6 6 1 1
"607" 2009 129 "PAPE" "LON" "M" 6 6 1 1
"608" 2007 81 "CITH" "MAC" "M" 6 6 1 1
"609" 2001 36 "NEPR" "NOR" "M" 6 6 1 1
"610" 1997 95 "LEPM" "BOS" "F" 7 7 1 1
"611" 2013 176 "ELED" "CIR" "F" 7 7 1 1
"612" 1995 84 "PAPE" "LON" "F" 7 7 1 1
"613" 2015 84 "PAPE" "LON" "F" 7 7 1 1
"614" 2015 112 "PAPE" "LON" "F" 7 7 1 1
"615" 2000 126 "PAPE" "LON" "F" 7 7 1 1
"616" 2007 138 "PAPE" "LON" "F" 7 7 1 1
"617" 2000 139 "SPIC" "SMA" "F" 7 7 1 1
"618" 2010 160 "SPIC" "SMA" "F" 7 7 1 1
"619" 1997 2 "MULL" "BAR" "I" 7 7 4 4
"620" 1997 28 "PHYI" "BLE" "I" 7 7 1 1
"621" 1995 90 "PHYI" "BLE" "I" 7 7 1 1
"622" 1997 93 "PHYI" "BLE" "I" 7 7 1 1
"623" 2000 95 "PHYI" "BLE" "I" 7 7 1 1
"624" 1996 103 "PHYI" "BLE" "I" 7 7 1 1
"625" 2005 103 "PHYI" "BLE" "I" 7 7 1 1
"626" 1994 107 "PHYI" "BLE" "I" 7 7 1 1
"627" 1994 111 "PHYI" "BLE" "I" 7 7 1 1
"628" 2002 111 "PHYI" "BLE" "I" 7 7 1 1
"629" 1994 135 "PHYI" "BLE" "I" 7 7 1 1
"630" 1996 138 "PHYI" "BLE" "I" 7 7 1 1
"631" 2000 138 "PHYI" "BLE" "I" 7 7 2 2
"632" 2001 141 "PHYI" "BLE" "I" 7 7 1 1
"633" 2000 78 "LOPH" "BUD" "I" 7 7 1 1
"634" 2001 141 "LOPH" "BUD" "I" 7 7 1 1
"635" 2010 147 "LOPH" "BUD" "I" 7 7 1 1
"636" 1997 2 "TRIS" "CAP" "I" 7 7 1 1
"637" 2006 27 "TRIS" "CAP" "I" 7 7 2 2
"638" 2001 75 "TRIS" "CAP" "I" 7 7 1 1
"639" 2001 126 "TRIS" "CAP" "I" 7 7 2 2
"640" 2012 168 "TRIS" "CAP" "I" 7 7 1 1
"641" 2006 14 "ELED" "CIR" "I" 7 7 1 1
"642" 1997 79 "ELED" "CIR" "I" 7 7 1 1
"643" 1995 111 "ELED" "CIR" "I" 7 7 1 1
"644" 2004 113 "ELED" "CIR" "I" 7 7 1 1
"645" 1997 99 "ILLE" "COI" "I" 7 7 1 1
"646" 2010 104 "ASPI" "CUC" "I" 7 7 2 2
"647" 2005 132 "ASPI" "CUC" "I" 7 7 2 2
"648" 2010 154 "ASPI" "CUC" "I" 7 7 2 2
"649" 2001 31 "HELI" "DAC" "I" 7 7 1 1
"650" 2016 31 "HELI" "DAC" "I" 7 7 4 4
"651" 2003 107 "HELI" "DAC" "I" 7 7 2 2
"652" 2008 138 "HELI" "DAC" "I" 7 7 6 6
"653" 2000 8 "PAGE" "ERY" "I" 7 7 1 1
"654" 2008 118 "PAGE" "ERY" "I" 7 7 1 1
"655" 2005 8 "ZEUS" "FAB" "I" 7 7 2 2
"656" 1999 10 "ZEUS" "FAB" "I" 7 7 3 3
"657" 1994 75 "ZEUS" "FAB" "I" 7 7 1 1
"658" 2001 122 "ZEUS" "FAB" "I" 7 7 1 1
"659" 2002 80 "SPIC" "FLE" "I" 7 7 1 1
"660" 2007 129 "SPIC" "FLE" "I" 7 7 1 1
"661" 1995 81 "EUTR" "GUR" "I" 7 7 4 4
"662" 1995 102 "EUTR" "GUR" "I" 7 7 2 2
"663" 2010 105 "EUTR" "GUR" "I" 7 7 2 2
"664" 2006 107 "EUTR" "GUR" "I" 7 7 1 1
"665" 2001 108 "EUTR" "GUR" "I" 7 7 2 2
"666" 1997 113 "EUTR" "GUR" "I" 7 7 1 1
"667" 2000 124 "EUTR" "GUR" "I" 7 7 2 2
"668" 2001 129 "EUTR" "GUR" "I" 7 7 1 1
"669" 1995 133 "EUTR" "GUR" "I" 7 7 1 1
"670" 2006 133 "EUTR" "GUR" "I" 7 7 2 2
"671" 2014 133 "EUTR" "GUR" "I" 7 7 1 1
"672" 1997 136 "EUTR" "GUR" "I" 7 7 1 1
"673" 1997 137 "EUTR" "GUR" "I" 7 7 1 1
"674" 2002 11 "CITH" "MAC" "I" 7 7 1 1
"675" 2007 83 "CITH" "MAC" "I" 7 7 1 1
"676" 2007 102 "CITH" "MAC" "I" 7 7 1 1
"677" 2000 121 "MERL" "MER" "I" 7 7 1 1
"678" 1999 29 "ELED" "MOS" "I" 7 7 1 1
"679" 2012 121 "SEPI" "OFF" "I" 7 7 2 2
"680" 2015 129 "SCOM" "PNE" "I" 7 7 1 1
"681" 2015 95 "SPIC" "SMA" "I" 7 7 1 1
"682" 2012 112 "SPIC" "SMA" "I" 7 7 1 1
"683" 1997 18 "TRAC" "TRA" "I" 7 7 1 1
"684" 2000 100 "TRAC" "TRA" "I" 7 7 1 1
"685" 1997 120 "TRAC" "TRA" "I" 7 7 2 2
"686" 2005 124 "TRAC" "TRA" "I" 7 7 4 4
"687" 2018 131 "TRAC" "TRA" "I" 7 7 1 1
"688" 1996 139 "TRAC" "TRA" "I" 7 7 1 1
"689" 2010 163 "TRAC" "TRA" "I" 7 7 1 1
"690" 2017 23 "LOLI" "VUL" "I" 7 7 1 1
"691" 2018 93 "LOLI" "VUL" "I" 7 7 1 1
"692" 2005 129 "OCTO" "VUL" "I" 7 7 1 1
"693" 1996 31 "PAGE" "BOG" "M" 7 7 1 1
"694" 2009 148 "RAJA" "CLA" "M" 7 7 1 1
"695" 1995 84 "PAPE" "LON" "M" 7 7 1 1
"696" 2015 84 "PAPE" "LON" "M" 7 7 1 1
"697" 2007 138 "PAPE" "LON" "M" 7 7 1 1
"698" 2010 6 "CITH" "MAC" "M" 7 7 1 1
"699" 2017 98 "CHIM" "MON" "M" 7 7 1 1
"700" 1996 79 "NEPR" "NOR" "M" 7 7 1 1
"701" 2001 146 "ARIS" "FOL" "F" 8 8 1 1
"702" 2001 14 "PAPE" "LON" "F" 8 8 2 2
"703" 2013 26 "PAPE" "LON" "F" 8 8 1 1
"704" 2007 107 "PAPE" "LON" "F" 8 8 2 2
"705" 2009 137 "PAPE" "LON" "F" 8 8 2 2
"706" 2003 144 "PAPE" "LON" "F" 8 8 1 1
"707" 2014 148 "PAPE" "LON" "F" 8 8 1 1
"708" 2012 160 "PAPE" "LON" "F" 8 8 2 2
"709" 1999 3 "PAGE" "ACA" "I" 8 8 1 1
"710" 2005 8 "PAGE" "ACA" "I" 8 8 1 1
"711" 2009 136 "PAGE" "ACA" "I" 8 8 1 1
"712" 2007 123 "MULL" "BAR" "I" 8 8 1 1
"713" 2002 11 "PHYI" "BLE" "I" 8 8 1 1
"714" 2000 16 "PHYI" "BLE" "I" 8 8 3 3
"715" 1995 89 "PHYI" "BLE" "I" 8 8 1 1
"716" 1995 97 "PHYI" "BLE" "I" 8 8 1 1
"717" 1996 102 "PHYI" "BLE" "I" 8 8 1 1
"718" 2006 113 "PHYI" "BLE" "I" 8 8 2 2
"719" 2002 135 "PHYI" "BLE" "I" 8 8 1 1
"720" 2013 125 "PAGE" "BOG" "I" 8 8 1 1
"721" 1997 92 "LEPM" "BOS" "I" 8 8 1 1
"722" 1998 16 "LOPH" "BUD" "I" 8 8 1 1
"723" 1997 91 "LOPH" "BUD" "I" 8 8 1 1
"724" 2004 116 "LOPH" "BUD" "I" 8 8 1 1
"725" 1997 3 "TRIS" "CAP" "I" 8 8 1 1
"726" 2004 6 "TRIS" "CAP" "I" 8 8 2 2
"727" 2004 8 "TRIS" "CAP" "I" 8 8 2 2
"728" 1997 18 "TRIS" "CAP" "I" 8 8 2 2
"729" 2004 83 "TRIS" "CAP" "I" 8 8 2 2
"730" 2003 95 "TRIS" "CAP" "I" 8 8 4 4
"731" 2004 95 "TRIS" "CAP" "I" 8 8 2 2
"732" 2008 104 "TRIS" "CAP" "I" 8 8 2 2
"733" 2001 106 "TRIS" "CAP" "I" 8 8 5 5
"734" 2004 111 "TRIS" "CAP" "I" 8 8 3 3
"735" 2001 112 "TRIS" "CAP" "I" 8 8 1 1
"736" 2003 113 "TRIS" "CAP" "I" 8 8 1 1
"737" 1997 117 "TRIS" "CAP" "I" 8 8 2 2
"738" 1996 119 "TRIS" "CAP" "I" 8 8 1 1
"739" 2001 125 "TRIS" "CAP" "I" 8 8 1 1
"740" 2007 143 "TRIS" "CAP" "I" 8 8 1 1
"741" 1995 104 "ELED" "CIR" "I" 8 8 1 1
"742" 1995 108 "ELED" "CIR" "I" 8 8 1 1
"743" 2004 111 "ELED" "CIR" "I" 8 8 1 1
"744" 1999 132 "ELED" "CIR" "I" 8 8 1 1
"745" 1997 6 "ILLE" "COI" "I" 8 8 1 1
"746" 1997 15 "ILLE" "COI" "I" 8 8 1 1
"747" 2005 129 "ILLE" "COI" "I" 8 8 1 1
"748" 2008 100 "ASPI" "CUC" "I" 8 8 1 1
"749" 1999 126 "ASPI" "CUC" "I" 8 8 3 3
"750" 2000 135 "ASPI" "CUC" "I" 8 8 2 2
"751" 2005 26 "HELI" "DAC" "I" 8 8 4 4
"752" 2007 79 "HELI" "DAC" "I" 8 8 2 2
"753" 2006 97 "HELI" "DAC" "I" 8 8 4 4
"754" 2005 106 "HELI" "DAC" "I" 8 8 2 2
"755" 2002 135 "HELI" "DAC" "I" 8 8 3 3
"756" 2001 122 "PAGE" "ERY" "I" 8 8 1 1
"757" 2004 22 "ZEUS" "FAB" "I" 8 8 1 1
"758" 2013 105 "SPIC" "FLE" "I" 8 8 1 1
"759" 2001 83 "EUTR" "GUR" "I" 8 8 1 1
"760" 2001 96 "EUTR" "GUR" "I" 8 8 1 1
"761" 2001 97 "EUTR" "GUR" "I" 8 8 1 1
"762" 1997 99 "EUTR" "GUR" "I" 8 8 1 1
"763" 2000 127 "EUTR" "GUR" "I" 8 8 4 4
"764" 1995 128 "EUTR" "GUR" "I" 8 8 1 1
"765" 2000 128 "EUTR" "GUR" "I" 8 8 2 2
"766" 1995 131 "EUTR" "GUR" "I" 8 8 2 2
"767" 1997 132 "EUTR" "GUR" "I" 8 8 1 1
"768" 1999 136 "EUTR" "GUR" "I" 8 8 2 2
"769" 2000 137 "EUTR" "GUR" "I" 8 8 3 3
"770" 2016 4 "TRIP" "LAS" "I" 8 8 1 1
"771" 1999 80 "TRIP" "LAS" "I" 8 8 1 1
"772" 1999 111 "TRIP" "LAS" "I" 8 8 1 1
"773" 1999 126 "TRIP" "LAS" "I" 8 8 1 1
"774" 2009 129 "TRIG" "LUC" "I" 8 8 1 1
"775" 2007 7 "CITH" "MAC" "I" 8 8 2 2
"776" 2012 14 "CITH" "MAC" "I" 8 8 1 1
"777" 2006 93 "TRAC" "MED" "I" 8 8 1 1
"778" 2014 80 "MERL" "MER" "I" 8 8 1 1
"779" 2013 123 "SCOM" "PNE" "I" 8 8 2 2
"780" 1997 37 "MICM" "POU" "I" 8 8 2 2
"781" 1998 106 "MICM" "POU" "I" 8 8 1 1
"782" 2015 131 "SPIC" "SMA" "I" 8 8 1 1
"783" 1997 4 "TRAC" "TRA" "I" 8 8 1 1
"784" 1999 12 "TRAC" "TRA" "I" 8 8 1 1
"785" 2000 75 "TRAC" "TRA" "I" 8 8 3 3
"786" 2014 105 "TRAC" "TRA" "I" 8 8 1 1
"787" 2000 109 "TRAC" "TRA" "I" 8 8 5 5
"788" 1998 122 "TRAC" "TRA" "I" 8 8 4 4
"789" 1997 129 "TRAC" "TRA" "I" 8 8 1 1
"790" 2017 138 "TRAC" "TRA" "I" 8 8 1 1
"791" 2010 76 "LOLI" "VUL" "I" 8 8 4 4
"792" 2006 97 "LOLI" "VUL" "I" 8 8 4 4
"793" 1994 127 "LOLI" "VUL" "I" 8 8 1 1
"794" 2010 105 "ELED" "CIR" "M" 8 8 1 1
"795" 2001 14 "PAPE" "LON" "M" 8 8 1 1
"796" 2013 26 "PAPE" "LON" "M" 8 8 1 1
"797" 2007 107 "PAPE" "LON" "M" 8 8 1 1
"798" 1994 113 "PAPE" "LON" "M" 8 8 1 1
"799" 2009 137 "PAPE" "LON" "M" 8 8 1 1
"800" 2003 139 "PAPE" "LON" "M" 8 8 1 1
"801" 2003 144 "PAPE" "LON" "M" 8 8 1 1
"802" 2015 148 "PAPE" "LON" "M" 8 8 2 2
"803" 2012 160 "PAPE" "LON" "M" 8 8 1 1
"804" 2007 77 "CITH" "MAC" "M" 8 8 2 2
"805" 2007 105 "CITH" "MAC" "M" 8 8 1 1
"806" 1996 35 "NEPR" "NOR" "M" 8 8 1 1
"807" 2008 77 "NEPR" "NOR" "M" 8 8 1 1
"808" 1998 30 "ARIS" "FOL" "F" 9 9 1 1
"809" 1997 96 "ARIS" "FOL" "F" 9 9 2 2
"810" 1995 90 "PAPE" "LON" "F" 9 9 1 1
"811" 1996 93 "PAPE" "LON" "F" 9 9 2 2
"812" 2002 101 "PAPE" "LON" "F" 9 9 1 1
"813" 2007 110 "PAPE" "LON" "F" 9 9 1 1
"814" 1999 111 "PAPE" "LON" "F" 9 9 1 1
"815" 2003 111 "NEPR" "NOR" "F" 9 9 1 1
"816" 2001 113 "NEPR" "NOR" "F" 9 9 1 1
"817" 2007 129 "MULL" "BAR" "I" 9 9 1 1
"818" 2005 104 "PHYI" "BLE" "I" 9 9 1 1
"819" 2008 132 "PHYI" "BLE" "I" 9 9 2 2
"820" 2008 135 "PHYI" "BLE" "I" 9 9 3 3
"821" 2000 13 "TRIS" "CAP" "I" 9 9 3 3
"822" 2000 124 "TRIS" "CAP" "I" 9 9 3 3
"823" 2004 126 "TRIS" "CAP" "I" 9 9 1 1
"824" 1997 108 "ELED" "CIR" "I" 9 9 1 1
"825" 1999 13 "ASPI" "CUC" "I" 9 9 1 1
"826" 2002 100 "ASPI" "CUC" "I" 9 9 1 1
"827" 1999 108 "ASPI" "CUC" "I" 9 9 1 1
"828" 1998 39 "HELI" "DAC" "I" 9 9 1 1
"829" 2003 102 "HELI" "DAC" "I" 9 9 3 3
"830" 2005 110 "HELI" "DAC" "I" 9 9 3 3
"831" 2001 127 "PAGE" "ERY" "I" 9 9 1 1
"832" 2003 6 "SPIC" "FLE" "I" 9 9 1 1
"833" 1997 6 "EUTR" "GUR" "I" 9 9 2 2
"834" 2000 79 "EUTR" "GUR" "I" 9 9 3 3
"835" 2003 88 "EUTR" "GUR" "I" 9 9 2 2
"836" 2000 95 "EUTR" "GUR" "I" 9 9 2 2
"837" 2012 112 "EUTR" "GUR" "I" 9 9 1 1
"838" 1999 135 "TRIP" "LAS" "I" 9 9 1 1
"839" 2009 136 "TRIP" "LAS" "I" 9 9 1 1
"840" 2007 32 "MERL" "MER" "I" 9 9 1 1
"841" 2001 124 "MERL" "MER" "I" 9 9 2 2
"842" 1997 106 "MICM" "POU" "I" 9 9 1 1
"843" 2002 128 "SPIC" "SMA" "I" 9 9 1 1
"844" 1999 9 "TRAC" "TRA" "I" 9 9 1 1
"845" 1999 10 "TRAC" "TRA" "I" 9 9 1 1
"846" 1996 13 "TRAC" "TRA" "I" 9 9 1 1
"847" 1996 79 "TRAC" "TRA" "I" 9 9 2 2
"848" 2001 101 "TRAC" "TRA" "I" 9 9 2 2
"849" 2005 104 "TRAC" "TRA" "I" 9 9 1 1
"850" 2000 18 "LOLI" "VUL" "I" 9 9 1 1
"851" 2007 93 "PAPE" "LON" "M" 9 9 2 2
"852" 2002 101 "PAPE" "LON" "M" 9 9 1 1
"853" 2007 110 "PAPE" "LON" "M" 9 9 2 2
"854" 1999 111 "PAPE" "LON" "M" 9 9 1 1
"855" 2004 116 "PAPE" "LON" "M" 9 9 1 1
"856" 2005 7 "CITH" "MAC" "M" 9 9 1 1
"857" 2008 107 "SPIC" "SMA" "M" 9 9 1 1
"858" 2017 77 "ARIT" "ANT" "F" 10 10 1 1
"859" 2017 143 "ARIT" "ANT" "F" 10 10 1 1
"860" 2015 77 "SCYO" "CAN" "F" 10 10 1 1
"861" 2011 14 "TRIS" "CAP" "F" 10 10 2 2
"862" 2011 23 "TRIS" "CAP" "F" 10 10 1 1
"863" 2009 123 "TRIS" "CAP" "F" 10 10 1 1
"864" 2009 17 "ELED" "CIR" "F" 10 10 1 1
"865" 2016 17 "ELED" "CIR" "F" 10 10 1 1
"866" 1996 76 "ELED" "CIR" "F" 10 10 1 1
"867" 2014 172 "ELED" "CIR" "F" 10 10 1 1
"868" 2014 176 "ELED" "CIR" "F" 10 10 1 1
"869" 2001 21 "ASPI" "CUC" "F" 10 10 1 1
"870" 2014 100 "PAGE" "ERY" "F" 10 10 1 1
"871" 2011 100 "SPIC" "FLE" "F" 10 10 1 1
"872" 2010 112 "SPIC" "FLE" "F" 10 10 1 1
"873" 2003 142 "ARIS" "FOL" "F" 10 10 1 1
"874" 2012 142 "ARIS" "FOL" "F" 10 10 1 1
"875" 2014 151 "ARIS" "FOL" "F" 10 10 1 1
